mid_idx,mid_freq,fine_idx,fine_freq,cosine,difference
0,1621.5806,1889,1619.933001,0.7845512,1.6475989999999001
1,1621.582,1459,1618.966236,0.7633558,2.6157640000001265
2,1624.5117,2536,1619.564252,0.9065073,4.947448000000122
3,1545.4087,693,1624.068844,0.80310595,-78.66014399999995
4,1545.4102,1541,1623.591766,0.8079517,-78.18156599999998
5,1545.4102,1036,1623.383382,0.8397244,-77.97318199999995
6,1621.582,1178,1615.101767,0.8256623,6.480232999999998
7,1627.4414,1445,1625.024462,0.75752217,2.4169379999998455
8,1624.5117,75,1620.696791,0.72625434,3.8149089999999433
9,1545.4102,1286,1618.388481,0.75958204,-72.97828099999992
10,1624.5117,2242,1621.709749,0.75894445,2.8019509999999173
11,1627.44,2677,1619.423962,0.73306876,8.01603799999998
12,1627.4414,468,1621.259035,0.7490727,6.182364999999891
13,1545.4102,2283,1615.704817,0.7534275,-70.29461700000002
14,1545.4087,930,1624.410373,0.7714224,-79.00167299999998
15,1627.4414,2815,1545.83475,0.715516,81.60664999999995
16,1618.6523,799,1618.058053,0.9139983,0.5942469999999958
17,1627.44,1759,1626.24568,0.67403376,1.1943200000000616
18,1627.4414,80,1618.22176,0.8911095,9.219640000000027
19,1627.4414,488,1623.165848,0.82614166,4.275551999999834
20,1545.4087,2018,1618.592498,0.77787936,-73.18379800000002
21,1621.582,2783,1625.43691,0.8377831,-3.8549099999997907
22,1627.4414,1293,1622.426452,0.8390653,5.014948000000004
23,1627.4414,725,1616.954603,0.659548,10.486797000000024
24,1627.4414,2798,1545.089951,0.7155284,82.351449
25,1618.6523,445,1623.999244,0.93027484,-5.346944000000121
26,1545.4087,1107,1618.778025,0.975996,-73.36932500000012
27,1624.5103,1958,1625.378986,0.96549743,-0.8686860000000252
28,1545.4102,294,1620.041647,0.78062993,-74.63144699999998
29,1624.5117,2598,1616.192984,0.7374529,8.318715999999995
30,1612.793,2988,1624.710836,0.9302775,-11.91783600000008
31,1621.582,1668,1618.331577,0.6529736,3.2504230000001826
32,1621.5806,2098,1621.911842,0.78601617,-0.3312419999999747
33,1627.4414,1158,1624.120493,0.78472674,3.320907000000034
34,1624.5117,276,1545.992506,0.8363832,78.51919399999997
35,1627.4414,37,1618.397727,0.7373693,9.043672999999899
36,1545.4102,2400,1622.896445,0.870967,-77.48624500000005
37,1627.4414,2285,1625.179161,0.66902393,2.2622389999999086
38,1627.4414,395,1619.270199,0.7487092,8.171200999999883
39,1621.582,2055,1622.438102,0.70403546,-0.8561019999999644
40,1624.5117,766,1617.281643,0.72386837,7.230056999999988
41,1624.5117,1794,1621.939383,0.77332395,2.572317000000112
42,1627.4414,1770,1619.592271,0.8335893,7.849128999999948
43,1627.4414,2938,1626.25112,0.64180964,1.1902800000000298
44,1624.5117,2984,1616.911079,0.64515936,7.6006210000000465
45,1627.4414,509,1619.39975,0.6835651,8.04164999999989
46,1627.4414,2273,1619.089812,0.5852914,8.351587999999992
47,1618.6523,2957,1545.14146,0.86613965,73.51083999999992
48,1618.6523,173,1618.191448,0.8441233,0.46085199999993165
49,1618.6523,12,1619.638803,0.77969164,-0.9865030000000843
